*UNIQUE-ID,ACCESSION-1,NAME,SYNONYMS,PRODUCT-NAME,SWISS-PROT-ID,START-BASE,END-BASE,DIRECTION,GENE-TYPE,TU-COLOR,TU,Promoters,Sigma,Regulator_activate,Regulator_inhibit
G7386,b2651,b2651,,,,2785221,2785352,+,H,,[],[],[],[None],[None]
G0-8891,b4595,yciY,,uncharacterized protein YciY,A5A613,1308788,1308961,+,P,8.0,['TU0-14244'],[[]],[],[None],[None]
G7723,b3371,frlB,yhfN,fructoselysine 6-phosphate deglycase,P0AC00,3501268,3502290,+,P,2.0,['TU0-8346'],"[['PM0-45743', 'PM0-45743', 'PM0-45743']]","['RPOD-MONOMER', None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],['FlrR']
EG10814,b3749,rbsA,"rbsT,rbsP",ribose ABC transporter ATP binding subunit,P04983,3933778,3935283,+,P,1.0,['TU00206'],"[['PM00290', 'PM00290', 'PM00290']]","['RPOD-MONOMER', None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],"['GcvB, DsrA, RbsR']"
G7748,b3414,nfuA,"yhgI,gntY",iron-sulfur cluster carrier protein NfuA,P63020,3545624,3546199,+,P,9.0,"['TU0-14478', 'TU0-8481', 'TU0-4981']","[['PM0-9731'], ['PM0-8917', 'PM0-8917'], ['PM0-5221', 'PM0-5221', 'PM0-5221']]","['RPOH-MONOMER', None, None, 'RPOD-MONOMER', None, None]","[None, None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","[None, 'IscR', 'GntR']"
EG11784,b2579,grcA,yfiD,stress-induced alternate pyruvate formate-lyase subunit,P68066,2716066,2716449,-,P,8.0,"['TU0-42577', 'TU0-1143']","[['PM0-46329'], ['PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303', 'PM0-1303']]","[None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None]","[None, 'Fis, Fnr, ArcA-Pasp54, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","[None, 'DNA-binding transcriptional dual regulator Fur, Fnr, PdhR']"
EG11414,b4372,holD,,DNA polymerase III subunit &psi;,P28632,4607803,4608216,+,P,4.0,['TU0-14216'],[['PM0-10195']],[None],[None],[None]
G7105,b2060,wzc,,protein-tyrosine kinase Wzc,P76387,2133490,2135652,-,P,7.0,"['TU0-14452', 'TU00207']","[['PM0-9693'], ['PM00291', 'PM00291', 'PM00291']]","['RPOE-MONOMER', 'RPOD-MONOMER', None, None]","[None, 'RcsAB']","[None, None]"
EG12190,b2437,eutR,yfeG,putative DNA-binding transcriptional regulator EutR,P36547,2554130,2555182,-,P,2.0,['TU0-13627'],[[]],[],[None],[None]
EG11562,b0041,fixA,yaaQ,putative electron transfer flavoprotein FixA,P60566,42403,43173,+,P,2.0,['TU142'],"[['PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, CaiF-L-carnitine, Fnr']",[None]
EG12032,b2164,psuT,"pscT,yeiM",putative pseudouridine transporter,P33024,2256085,2257335,-,P,9.0,['TU0-13545'],[[]],[],[None],[None]
G6478,b0936,ssuA,ycbO,aliphatic sulfonate ABC transporter periplasmic binding protein,P75853,995985,996944,-,P,3.0,['TU0-6629'],"[['PM169', 'PM169', 'PM169', 'PM169', 'PM169', 'PM169', 'PM169']]","['RPOD-MONOMER', None, None, None, None, None, None]","['Fnr, Cbl, IHF']","['Cra, DNA-binding transcriptional dual regulator CysB, IHF']"
EG11405,b0887,cydD,htrD,heme ABC transporter subunit CydD,P29018,929196,930962,-,P,5.0,['TU00254'],"[['PM961', 'PM961', 'PM961', 'PM961', 'PM961']]","['RPOD-MONOMER', None, None, None, None]","['NarL-Pasp59, Fnr, ArcA-Pasp54']",['FnrS']
G7089,b2016,yeeZ,,putative epimerase YeeZ,P0AD12,2088304,2089128,-,P,5.0,['TU0-13492'],[[]],[],[None],['Nac']
G0-10470,b4557,yidD,,membrane protein insertion efficiency factor,P0A8C8,3884816,3885073,+,P,,[],[],[],[None],['Nac']
EG10946,b0907,serC,"pdxC,pdxF",phosphoserine/phosphohydroxythreonine aminotransferase,P23721,957653,958741,+,P,10.0,"['TU0-42569', 'TU0-5964', 'TU00357']","[['PM0-46323'], ['PM921', 'PM921', 'PM921'], ['PM921', 'PM921', 'PM921']]","[None, 'RPOD-MONOMER', None, None, 'RPOD-MONOMER', None, None]","[None, 'Lrp', 'Lrp']","[None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator']"
EG10520,b3633,waaA,kdtA,KDO transferase,P0AC75,3808540,3809817,+,P,2.0,"['TU0-7164', 'TU0-7163', 'TU00293']","[['PM0-7507'], ['PM0-7506'], ['PM0-7506']]","['RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER']","[None, None, None]","[None, None, None]"
EG11329,b2661,gabD,,succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD,P25526,2791273,2792721,+,P,3.0,"['TU0-45238', 'TU0-4823', 'TU0-4001', 'TU0-1921']","[['PM0-46538', 'PM0-2101', 'PM0-46538'], ['PM0-5063'], ['PM0-4241', 'PM0-4241', 'PM0-4241', 'PM0-4241', 'PM0-4241', 'PM0-4241', 'PM0-4241'], ['PM0-46538', 'PM0-2101', 'PM0-2101']]","['RPOS-MONOMER', 'RPOD-MONOMER', None, 'RPOS-MONOMER', 'RPOS-MONOMER', None, None, None, None, None, None, 'RPOS-MONOMER', 'RPOD-MONOMER', None]","['ppGpp, Nac', None, 'ppGpp, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Lrp-leu, H-NS', 'ppGpp, Nac']","[None, None, 'GlaR', None]"
G0-16746,b4752,yecU,,protein YecU,P0DPP3,1995655,1995831,+,P,,[],[],[],"['ppGpp, Nac', None, 'ppGpp, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Lrp-leu, H-NS', 'ppGpp, Nac']","[None, None, 'GlaR', None]"
G0-10583,b4586,ykfM,,uncharacterized protein YkfM,A5A605,238257,238736,-,P,,[],[],[],"['ppGpp, Nac', None, 'ppGpp, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Lrp-leu, H-NS', 'ppGpp, Nac']","[None, None, 'GlaR', None]"
EG10876,b3301,rplO,,50S ribosomal subunit protein L15,P02413,3444105,3444539,-,P,1.0,['TU00337'],"[['PM00443', 'PM00443']]","[None, None]",[None],"['RpsH, DksA-ppGpp']"
EG11964,b3602,yibL,,DUF2810 domain-containing protein YibL,P0ADK8,3776665,3777027,+,P,2.0,['TU0-13993'],[[]],[],[None],[None]
G7176,b2269,elaD,,protease ElaD,Q47013,2382713,2383924,+,P,9.0,['TU0-13574'],[[]],[],[None],[None]
EG12037,b2177,yejA,,oligopeptide ABC transporter periplasmic binding protein YejA,P33913,2272364,2274178,+,P,8.0,['TU0-13552'],[[]],[],[None],[None]
EG10074,b3389,aroB,,3-dehydroquinate synthase,P07639,3517398,3518486,-,P,5.0,"['TU873', 'TU872']","[['PM174'], ['PM173']]","['RPOD-MONOMER', 'RPOD-MONOMER']","[None, None]","[None, None]"
G7206,b2335,yfcR,,putative fimbrial protein YfcR,P76501,2451072,2451584,-,P,8.0,['TU0-13594'],[[]],[],[None],[None]
G6769,b1462,yddH,,flavin reductase-like protein YddH,P76121,1533282,1533851,-,P,2.0,['TU0-8703'],[[]],[],[None],[None]
G7864,b4206,ytfB,,cell division protein YtfB,P39310,4428079,4428717,-,P,5.0,['TU0-8663'],[['PM0-10189']],[None],[None],[None]
G0-10446,b4525,ymjC,,putative uncharacterized protein YmjC,Q2EER5,1390680,1390862,-,P,5.0,"['TU0-42524', 'TU0-13215']","[['PM0-44865', 'PM0-44865'], []]","['RPOH-MONOMER', None]","[None, None]","['PgrR', None]"
G6611,b1171,ymgD,,PF16456 family protein YmgD,P0AB46,1222305,1222634,-,P,6.0,['TU0-13167'],[[]],[],[None],[None]
EG12224,b3487,yhiI,,putative membrane fusion protein YhiI,P37626,3629535,3630602,-,P,7.0,['TU0-13952'],[[]],[],[None],[None]
EG11190,b3634,coaD,"yicA,kdtB",pantetheine-phosphate adenylyltransferase,P0A6I6,3809825,3810304,+,P,2.0,['TU00293'],[['PM0-7506']],['RPOD-MONOMER'],[None],[None]
EG12132,b2528,iscA,yfhF,iron-sulfur cluster insertion protein IscA,P0AAC8,2659563,2659886,-,P,7.0,['TU0-1881'],"[['PM0-2061', 'PM0-2061', 'PM0-2061']]","['RPOD-MONOMER', None, None]",[None],"['RyhB, DNA-binding transcriptional dual regulator IscR']"
EG10464,b1054,lpxL,"htrB,waaM",lauroyl acyltransferase,P0ACV0,1115662,1116582,-,P,6.0,['TU0-901'],[['PM0-1061']],[None],[None],[None]
G0-8894,,tp2,,,,122697,122857,-,H,,[],[],[],[None],[None]
EG10655,b3366,nirD,,nitrite reductase (NADH) small subunit,P0A9I8,3496551,3496877,+,P,11.0,['TU00046'],"[['PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062', 'PM00062']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['IHF, Fnr, NarL-Pasp59, NarP-Pasp59']","['Cra, IHF, H-NS, Fis, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']"
G7630,b3131,agaR,yhaW,DNA-binding transcriptional repressor AgaR,P0ACK2,3277856,3278665,-,P,2.0,['TU0-6582'],"[['PM0-6882', 'PM0-6882', 'PM0-6882']]","['RPOD-MONOMER', None, None]",[None],['AgaR']
G6895,b1667,ydhR,,putative monooxygenase YdhR,P0ACX3,1746700,1747005,+,P,10.0,['TU0-13361'],[[]],[],[None],[None]
G6095,b0187,yaeR,,VOC domain-containing protein YaeR,P52096,211877,212266,+,P,5.0,['TU0-12832'],[[]],[],[None],[None]
EG30051,b4368,leuV,leuValpha,tRNA-Leu(CAG),,4606079,4606165,-,R,2.0,"['TU0-42652', 'TU00521']","[[], ['PM00676', 'PM00676']]","['RPOD-MONOMER', None]","[None, 'Fis']","['ppGpp', None]"
G6280,b0511,allW,"allP,glxB2,ybbW",allantoin transporter,P75712,537633,539087,+,P,8.0,['TU0-7603'],"[['PM0-7983', 'PM0-7983']]","['RPOD-MONOMER', None]",[None],['AllR-allantoin']
G378,b1942,fliJ,flaO,flagellar biosynthesis protein FliJ,P52613,2017946,2018389,+,P,10.0,"['TU-8411', 'TU00275']","[['PM-8797', 'PM-8797', 'PM-8797', 'PM-8797', 'PM-8794', 'PM-8794', 'PM-8794', 'PM-8797'], ['PM-8793']]","['RPOD-MONOMER', None, None, None, 'RPOD-MONOMER', None, None, None, 'EG11355-MONOMER']","['FlhDC', None]","['PdeL, CsgD', None]"
EG12163,b3289,rsmB,"yhdB,rrmB,fmu,fmv,sun",16S rRNA m<sup>5</sup>C967 methyltransferase,P36929,3435207,3436496,+,P,6.0,['TU0-14355'],[[]],[],[None],[None]
G7287,b2457,eutM,"yffZ,cchA",putative ethanolamine catabolic microcompartment shell protein EutM,P0ABF4,2572157,2572450,-,P,11.0,['TU0-13636'],[[]],[],[None],[None]
G7400,b2672,ygaM,,tail-anchored inner membrane protein YgaM,P0ADQ7,2800146,2800475,+,P,10.0,['TU0-13711'],[['PM0-10104']],[None],[None],[None]
G0-17023,b4777,mdtU,ydgV,protein MdtU,P0DSF5,1673608,1673709,-,P,8.0,['TU0-13343'],"[['PM0-46378', 'PM0-46378', 'PM0-46378', 'PM0-46378']]","['RPOD-MONOMER', None, None, None]",[None],"['AcrR-proflavin, H-NS']"
G6458,b0874,lysO,ybjE,L-lysine/thialysine exporter,P75826,913958,914857,-,P,6.0,['TU0-13076'],"[['PM0-46346', 'PM0-46346', 'PM0-46346']]","['RPOD-MONOMER', None, None]",[None],['ArgR-arg']
EG11262,b3364,tsgA,"yhfH,gutS,yhfC",putative transporter TsgA,P60778,3492568,3493749,+,P,10.0,['TU0-13922'],"[['PM0-10144', 'PM0-10144']]","[None, None]",[None],['NsrR']
EG11403,b2502,ppx,,exopolyphosphatase,P0AFL6,2625115,2626656,+,P,10.0,"['TU0-42452', 'TU00323']","[['PM0-46129'], []]",['RPOS-MONOMER'],"[None, None]","[None, None]"
EG12113,b3391,hofQ,hopQ,DNA utilization protein HofQ,P34749,3519465,3520703,-,P,6.0,['TU0-13926'],[[]],[],['FimR2'],[None]
G7877,b4243,ridA,yjgF,"enamine/imine deaminase, redox-regulated chaperone",P0AF93,4470527,4470913,-,P,11.0,['TU0-14169'],"[['PM0-10193', 'PM0-10193']]","[None, None]",['Lrp'],[None]
G7013,b1840,yebZ,,CopD family protein,P76278,1923719,1924591,-,P,2.0,['TU0-13432'],[[]],[],[None],['FnrS']
EG10896,b3067,rpoD,alt,RNA polymerase sigma factor RpoD,P00579,3213047,3214888,+,P,7.0,"['TU0-14460', 'TU00438', 'TU00437', 'TU00436', 'TU00435', 'TU00434', 'TU00352']","[['PM0-9704'], ['PM00437'], ['PM00436'], ['PM00435'], ['PM00583', 'PM00583'], ['PM00434', 'PM00434'], ['PM00433']]","['RPOE-MONOMER', 'RPOH-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, 'RPOD-MONOMER', None, 'RPOD-MONOMER']","[None, None, None, None, None, None, None]","[None, None, None, None, 'LexA', 'DksA-ppGpp', None]"
G6872,b1628,rsxB,ydgM,SoxR [2Fe-2S] reducing system protein RsxB,P77223,1706348,1706926,+,P,6.0,"['TU0-8458', 'TU0-8456']","[['PM0-8845'], ['PM0-8843']]","[None, None]","[None, None]","['DNA-binding transcriptional dual regulator Fur', None]"
G6974,b1788,yoaI,,protein YoaI,P76239,1874078,1874182,-,P,3.0,['TU0-8646'],[[]],[],[None],[None]
G7453,b2809,ygdI,,DUF903 domain-containing lipoprotein YgdI,P65292,2942918,2943145,-,P,4.0,['TU0-8747'],[[]],[],[None],[None]
EG10724,b4093,phnO,,aminoalkylphosphonate <i>N</i>-acetyltransferase,P16691,4315104,4315538,-,P,8.0,"['TU0-14552', 'TU00201']","[['PM0-9835'], ['PM00284', 'PM00284']]","[None, 'RPOD-MONOMER', None]","[None, 'PhoB-Pasp53']","[None, None]"
G7674,b3220,yhcG,,DUF1016 domain-containing protein YhcG,P45423,3367827,3368954,+,P,4.0,['TU0-13894'],[[]],[],[None],[None]
G7416,b2735,ygbI,,DNA-binding transcriptional repressor YgbI,P52598,2860467,2861234,-,P,4.0,['TU0-8746'],[[]],[],[None],[None]
EG11876,b3922,yiiS,,DUF406 domain-containing protein YiiS,P32162,4112967,4113266,+,P,1.0,['TU0-3465'],"[['PM0-3665', 'PM0-3665', 'PM0-3665']]","['RPOE-MONOMER', None, None]","['ppGpp, YdeO']",[None]
G7479,b2859,ygeO,,putative uncharacterized protein YgeO,Q46795,2995962,2996360,-,S,6.0,['TU0-13767'],[[]],[],[None],[None]
EG10244,b4362,dnaT,,primosomal protein DnaT,P0A8J2,4600978,4601517,-,P,8.0,"['TU0-8869', 'TU0-8868', 'TU0-8867', 'TU00261']","[['PM0-9303'], ['PM0-8856'], ['PM0-9303'], ['PM0-8856']]","[None, None, None, None]","[None, None, None, None]","[None, None, None, None]"
G6731,b1412,azoR,acpD,FMN dependent NADH:quinone oxidoreductase,P41407,1482255,1482860,-,P,1.0,['TU0-42461'],[['PM0-46157']],['RPOD-MONOMER'],[None],[None]
G7114,b2075,mdtB,yegN,multidrug efflux pump RND permease subunit MdtB,P76398,2155263,2158385,+,P,8.0,['TU0-7881'],"[['PM0-8261', 'PM0-8261', 'PM0-8261', 'PM0-8261']]","['RPOS-MONOMER', None, None, None]","['BaeR-Pasp61, CpxR-phosphorylated']",[None]
G7542,b2975,glcA,yghK,glycolate/lactate:H<sup>+</sup> symporter GlcA,Q46839,3119597,3121279,-,P,6.0,"['TU0-14536', 'TU0-1962']","[['PM0-9819'], ['PM166', 'PM166', 'PM166', 'PM166', 'PM166', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM166']]","[None, 'RPOD-MONOMER', None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","[None, 'GlcC-glycolate, IHF']","[None, 'PdhR, ArcA-Pasp54']"
EG11322,b0415,ribE,"nusIII,ribH,ybaF","6,7-dimethyl-8-ribityllumazine synthase",P61714,434647,435117,+,P,9.0,"['TU0-14466', 'TU0-12921']","[['PM0-9711'], ['PM0-9643']]","['RPOH-MONOMER', 'RPOD-MONOMER']","[None, None]","[None, None]"
EG10095,b4139,aspA,,aspartate ammonia-lyase,P0AC38,4366891,4368327,-,P,10.0,"['TU0-6021', 'TU00160']","[['PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220'], ['PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220', 'PM00220']]","['RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","['DcuR-P, Fnr, CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'DcuR-P, Fnr, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","['NarL-Pasp59', 'NarL-Pasp59']"
EG10906,b3341,rpsG,,30S ribosomal subunit protein S7,P02359,3473542,3474081,-,P,7.0,['TU00348'],"[['PM00445', 'PM00445']]","[None, None]",[None],"['RpsG, DksA-ppGpp']"
G7131,b2099,yegU,,putative ADP-ribosylglycohydrolase YegU,P76418,2180095,2181099,+,P,7.0,['TU0-13509'],[['PM0-10079']],[None],[None],['GgaR']
EG11857,b3893,fdoH,,formate dehydrogenase O subunit &beta;,P0AAJ5,4081857,4082759,-,P,3.0,['TU00268'],[[]],[],[None],['SdhX']
G6896,b1668,ydhS,,FAD/NAD(P) binding domain-containing protein YdhS,P77148,1747131,1748735,+,P,11.0,['TU0-13362'],[[]],[],[None],['GlaR']
EG10550,b4024,lysC,apk,aspartate kinase III,P08660,4231884,4233233,-,P,6.0,"['TU0-6553', 'TU0-6552']","[['PM178'], ['PM179', 'PM179']]","['RPOD-MONOMER', 'RPOD-MONOMER', None]","[None, 'ArgP']","['D-Lys', 'D-Lys']"
EG12069,b2210,mqo,yojH,malate:quinone oxidoreductase,P33940,2305108,2306754,-,P,10.0,['TU0-13559'],[[]],[],[None],['ArcA-Pasp54']
G0-8892,b4599,mgtS,yneM,small protein MgtS,A5A616,1622646,1622741,+,P,9.0,['TU0-13307'],"[['PM0-10505', 'PM0-10505']]","['RPOD-MONOMER', None]",['PhoP-Pasp51'],[None]
EG11737,b0198,metI,"metD,yaeE",L-methionine/D-methionine ABC transporter membrane subunit,P31547,220968,221621,-,P,1.0,['TU0-2302'],"[['PM0-2482', 'PM0-2482', 'PM0-2482', 'PM0-2482']]","['RPOD-MONOMER', None, None, None]",['HypT-[Met-oxidized]'],['MetJ-SAM']
EG11048,b3450,ugpC,,<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit,P10907,3588110,3589180,-,P,8.0,"['TU0-5982', 'TU0-5981']","[['PM00448', 'PM00448', 'PM00449', 'PM00449', 'PM00449', 'PM00449'], ['PM00448', 'PM00448', 'PM00448']]","['RPOD-MONOMER', None, 'RPOD-MONOMER', None, None, None, 'RPOD-MONOMER', None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'PhoB-Pasp53']","['PhoB-Pasp53', None]"
EG11554,b2669,stpA,hnsB,DNA-binding transcriptional repressor StpA with RNA chaperone activity,P0ACG1,2798091,2798495,-,P,7.0,"['TU00395', 'TU00394', 'TU00393']","[['PM00539'], ['PM00538'], ['PM0-46380', 'PM0-46380', 'PM00537', 'PM00537', 'PM00537', 'PM00537', 'PM00537', 'PM00537']]","[None, 'RPOD-MONOMER', 'RPOD-MONOMER', None, 'RPOD-MONOMER', None, None, None, None, None]","[None, None, 'Lrp']","[None, None, 'StpA, H-NS']"
G7433,b2767,ygcO,,putative 4Fe-4S cluster-containing protein,Q46905,2893919,2894179,+,P,10.0,['TU0-13728'],[[]],[],[None],[None]
G6109,b0225,yafQ,,ribosome-dependent mRNA interferase toxin YafQ,Q47149,245961,246239,-,P,1.0,['TU0-12849'],"[['PM0-10350', 'PM0-10350', 'PM0-10350']]","['RPOD-MONOMER', None, None]",['YgfI'],"['DinJ-YafQ, LexA']"
G7336,b2542,hcaD,"hcaa4,phdA,yfhY",putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,P77650,2672047,2673249,+,P,3.0,['TU0-7202'],"[['PM0-7542', 'PM0-7541', 'PM0-7542']]","[None, None, None]",['HcaR-HCA'],[None]
EG10672,b3405,ompR,"cry,kmt,ompB",OmpR-Phosphorylated,,3535865,3536584,-,P,3.0,"['TU163', 'TU162', 'TU161', 'TU00177']","[['PM00247', 'PM223', 'PM222', 'PM221', 'PM221', 'PM221', 'PM221', 'PM223'], ['PM00247', 'PM223', 'PM222', 'PM221', 'PM221', 'PM221', 'PM221', 'PM222'], ['PM221', 'PM221', 'PM221', 'PM221', 'PM00247', 'PM223', 'PM222', 'PM221'], ['PM00247', 'PM223', 'PM222', 'PM221', 'PM221', 'PM221', 'PM221', 'PM00247']]","['RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None, 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None, 'RPOD-MONOMER', None, None, None, 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None]","[None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator', None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator, IHF', None]"
EG11261,b0851,nfsA,"mda18,mdaA,ybjB",NADPH-dependent nitro/quinone reductase NfsA,P17117,891184,891906,+,P,8.0,['TU0-2101'],"[['PM0-2281', 'PM0-2281', 'PM0-2281', 'PM0-2281', 'PM0-2281', 'PM0-2281', 'PM0-2281']]","['RPOD-MONOMER', None, None, None, None, None, None]","['Rob, MarA, SoxS']",['OxyR']
G7936,b4340,yjiR,,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,P39389,4570162,4571574,-,P,3.0,['TU0-8626'],[[]],[],[None],[None]
G6572,b1115,ycfT,,inner membrane protein YcfT,P75955,1174092,1175165,-,P,6.0,['TU0-13140'],[[]],[],[None],[None]
G6190,b0325,yahK,,"aldehyde reductase, NADPH-dependent",P75691,342884,343933,+,P,2.0,['TU0-12895'],[[]],[],[None],[None]
EG10528,b4036,lamB,"malL,malB",maltose outer membrane channel / phage lambda receptor protein,P02943,4247971,4249311,+,P,2.0,['TU00123'],"[['PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00048', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00047', 'PM00048']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['MalT-maltotriose-ATP, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']",[None]
G7115,b2076,mdtC,yegO,multidrug efflux pump RND permease subunit MdtC,P76399,2158386,2161463,+,P,8.0,['TU0-7881'],"[['PM0-8261', 'PM0-8261', 'PM0-8261', 'PM0-8261']]","['RPOS-MONOMER', None, None, None]","['BaeR-Pasp61, CpxR-phosphorylated']",[None]
EG11392,b1186,nhaB,,Na<sup>+</sup>:H<sup>+</sup> antiporter NhaB,P0AFA7,1233176,1234717,-,P,6.0,['TU0-13173'],[[]],[],[None],[None]
EG11511,b0009,mog,"yaaG,bisD,chlG,mogA",molybdopterin adenylyltransferase,P0AF03,9306,9893,+,P,6.0,['TU0-12790'],[[]],[],[None],[None]
EG10287,b4290,fecB,,ferric citrate ABC transporter periplasmic binding protein,P15028,4513406,4514308,-,P,7.0,['TU00151'],"[['PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605']]","['PD00440', None, None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, PdhR']","['HypT-[Met-oxidized], DNA-binding transcriptional dual regulator Fur']"
G6389,b0746,valZ,"valTb,valTbeta",tRNA-Val(UAC),,781068,781143,+,R,3.0,['TU0-13034'],[[]],[],[None],[None]
G6619,b1182,hlyE,"ycgD,clyA,hpr,sheA",hemolysin E,P77335,1229483,1230394,-,P,3.0,['TU581'],"[['PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681', 'PM681']]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['DksA-ppGpp, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Fnr, SlyA, H-NS']","['Fis, H-NS']"
G7645,b3151,yraQ,,permease family protein YraQ,P45468,3297098,3298138,-,P,1.0,['TU0-13875'],[[]],[],[None],[None]
G6933,b1728,ydjM,,inner membrane protein YdjM,P64481,1810211,1810801,+,P,1.0,['TU0-8261'],"[['PM0-8641', 'PM0-8641', 'PM0-8641']]","['RPOD-MONOMER', None, None]",[None],['LexA']
EG10303,b0153,fhuB,,Fe(3+) hydroxamate ABC transporter membrane subunit,P06972,171462,173444,+,P,9.0,['TU00020'],"[['PM00027', 'PM00027']]","['RPOD-MONOMER', None]",[None],['DNA-binding transcriptional dual regulator Fur']
G6968,b1782,mipA,yeaF,MltA-interacting protein,P0A908,1865726,1866472,-,P,9.0,['TU0-13400'],"[['PM0-10060', 'PM0-10060']]","[None, None]",['PhoB-Pasp53'],[None]
G7269,b2434,ypeA,,putative acetyltransferase YpeA,P76539,2551713,2552138,-,P,11.0,['TU0-13626'],[[]],[],[None],[None]
EG10729,b0241,phoE,ompE,outer membrane porin PhoE,P02932,259045,260100,-,P,11.0,['TU00086'],"[['PM00119', 'PM00119', 'PM00119', 'PM00119']]","['RPOD-MONOMER', None, None, None]",['PhoB-Pasp53'],['MicF']
