,genes_name,genes_id,product,locus_tag
4889,mepA,EG10580,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,b2328
4890,aroC,EG10075,,b2329
4891,aroC,EG10075,chorismate synthase,b2329
4892,prmB,EG12449,,b2330
4893,prmB,EG12449,ribosomal protein L3 N(5)-glutamine methyltransferase,b2330
4894,smrB,G7202,,b2331
4895,smrB,G7202,putative endonuclease SmrB,b2331
4896,yfcO,G7203,,b2332
4897,yfcO,G7203,DUF2544 domain-containing protein YfcO,b2332
4898,yfcP,G7204,,b2333
4899,yfcP,G7204,putative fimbrial protein YfcP,b2333
4900,yfcQ,G7205,,b2334
4901,yfcQ,G7205,putative fimbrial protein YfcQ,b2334
4902,yfcR,G7206,,b2335
4903,yfcR,G7206,putative fimbrial protein YfcR,b2335
4904,yfcS,G7207,,b2336
4905,yfcS,G7207,putative fimbrial chaperone YfcS,b2336
4906,yfcU,G7209,,b4661
4907,yfcV,G7210,,b2339
4908,yfcV,G7210,putative fimbrial protein YfcV,b2339
4909,sixA,G7211,,b2340
4910,sixA,G7211,phosphohistidine phosphatase SixA,b2340
4911,fadJ,G7212,,b2341
4912,fadJ,G7212,3-hydroxyacyl-CoA dehydrogenase FadJ,b2341
4913,fadI,G7213,,b2342
4914,fadI,G7213,3-ketoacyl-CoA thiolase FadI,b2342
4915,yfcZ,G7214,,b2343
4916,yfcZ,G7214,DUF406 domain-containing protein YfcZ,b2343
4917,fadL,EG10280,,b2344
4918,fadL,EG10280,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,b2344
4919,yfdF,G7215,,b2345
4920,yfdF,G7215,protein YfdF,b2345
4921,mlaA,G7216,,b2346
4922,mlaA,G7216,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,b2346
4923,yfdC,G7217,,b2347
4924,yfdC,G7217,inner membrane protein YfdC,b2347
4925,argW,EG30016,,b2348
4926,argW,EG30016,tRNA-Arg,b2348
4927,intS,G7218,,b2349
4928,intS,G7218,prophage CPS-53 integrase,b2349
4929,yfdG,G7219,,b2350
4930,yfdG,G7219,putative bactoprenol-linked glucose translocase,b2350
4931,yfdH,G7220,,b2351
4932,yfdH,G7220,bactoprenol glucosyl transferase,b2351
4933,yfdI,G7221,,b2352
4934,yfdI,G7221,serotype-specific glucosyl transferase YfdI,b2352
4935,yodE,G0-17026,,b4780
4936,yodE,G0-17026,toxic protein YodE,b4780
4937,tfaS,G7222,,b2353
4938,yfdK,G7223,,b2354
4939,yfdK,G7223,putative tail fiber assembly protein YfdK,b2354
4940,yfdL,G7224,,b2355
4941,yfdM,G7225,,b2356
4942,yfdM,G7225,putative methyltransferase YfdM,b2356
4943,yfdN,G7226,,b2357
4944,yfdN,G7226,uncharacterized protein YfdN,b2357
4945,yfdO,G7227,,b2358
4946,yfdO,G7227,protein YdfO,b2358
4947,yfdP,G7228,,b2359
4948,yfdP,G7228,uncharacterized protein YfdP,b2359
4949,yfdQ,G7229,,b2360
4950,yfdQ,G7229,DUF2303 domain-containing protein YfdQ,b2360
4951,yfdR,G7230,,b2361
4952,yfdR,G7230,5'-deoxynucleotidase,b2361
4953,yfdS,G7231,,b2362
4954,yfdS,G7231,protein YfdS,b2362
4955,yfdT,G7232,,b2363
4956,yfdT,G7232,protein YfdT,b2363
4957,ypdJ,G0-10461,,b4545
4958,ypdJ,G0-10461,putative uncharacterized protein YpdJ,b4545
4959,torI,G0-9621,,b4501
4960,torI,G0-9621,prophage CPS-53 recombination directionality factor and response regulator inhibitor,b4501
4961,pawZ,G0-16654,,b4643
4962,dsdC,EG13161,,b2364
4963,dsdC,EG13161,DNA-binding transcriptional dual regulator DsdC,b2364
4964,dsdX,EG10250,,b2365
4965,dsdX,EG10250,D-serine transporter,b2365
4966,dsdA,EG10249,,b2366
4967,dsdA,EG10249,D-serine ammonia-lyase,b2366
4968,emrY,EG13283,,b2367
4969,emrY,EG13283,tripartite efflux pump membrane subunit EmrY,b2367
4970,emrK,G7233,,b2368
4971,emrK,G7233,tripartite efflux pump membrane fusion protein EmrK,b2368
4972,evgL,G0-17027,,b4781
4973,evgL,G0-17027,protein EvgL,b4781
4974,evgA,EG11609,,b2369
4975,evgA,EG11609,DNA-binding transcriptional activator EvgA,b2369
4976,evgS,EG11610,,b2370
4977,evgS,EG11610,sensor histidine kinase EvgS,b2370
4978,yfdE,G7234,,b2371
4979,yfdE,G7234,acetyl-CoA:oxalate CoA-transferase,b2371
4980,yfdV,G7235,,b2372
4981,yfdV,G7235,putative transport protein YfdV,b2372
4982,oxc,G7236,,b2373
4983,oxc,G7236,oxalyl-CoA decarboxylase,b2373
4984,frc,G7237,,b2374
4985,frc,G7237,formyl-CoA transferase,b2374
4986,yfdX,G7238,,b2375
4987,yfdX,G7238,protein YfdX,b2375
4988,ypdI,G7239,,b2376
4989,ypdI,G7239,colanic acid synthesis putative lipoprotein YpdI,b2376
4990,yfdY,G7240,,b2377
4991,yfdY,G7240,DUF2545 domain-containing protein YfdY,b2377
4992,lpxP,G7241,,b2378
4993,lpxP,G7241,palmitoleoyl acyltransferase,b2378
4994,ypdK,G0-10647,,b4680
4995,ypdK,G0-10647,putative membrane protein YpdK,b4680
4996,alaC,G7242,,b2379
4997,alaC,G7242,glutamate--pyruvate aminotransferase AlaC,b2379
4998,pyrS,G7243,,b2380
4999,pyrS,G7243,sensor histidine kinase PyrS,b2380
5000,pyrR,G7244,,b2381
5001,pyrR,G7244,DNA-binding transcriptional activator PyrR,b2381
5002,ypdC,G7245,,b2382
5003,ypdC,G7245,putative AraC-type DNA-binding transcriptional regulator YpdC,b2382
5004,fryA,G7246,,b2383
5005,fryA,G7246,putative PTS multiphosphoryl transfer protein FryA,b2383
5006,ypdE,G7247,,b2384
5007,ypdE,G7247,aminopeptidase YpdE,b2384
5008,ypdF,G7248,,b2385
5009,ypdF,G7248,aminopeptidase YpdF,b2385
5010,fryC,G7249,,b2386
5011,fryC,G7249,putative PTS enzyme IIC component FryC,b2386
5012,fryB,G7250,,b2387
5013,fryB,G7250,putative PTS enzyme IIB component FryB,b2387
5014,glk,EG12957,,b2388
5015,glk,EG12957,glucokinase,b2388
5016,yfeO,G7251,,b2389
5017,yfeO,G7251,putative transport protein YfeO,b2389
5018,ypeC,G7252,,b2390
5019,ypeC,G7252,DUF2502 domain-containing protein YpeC,b2390
5020,mntH,G7254,,b2392
5021,mntH,G7254,Mn(2(+))/Fe(2(+)): H(+) symporter MntH,b2392
5022,ypeD,G0-17094,,b4819
5023,ypeD,G0-17094,protein YpeD,b4819
5024,nupC,EG11971,,b2393
5025,nupC,EG11971,nucleoside:H(+) symporter NupC,b2393
5026,insL3,G7255,,b2394
5027,insL3,G7255,putative IS186/IS421 transposase,b2394
5028,pdeA,EG11145,,b2395
5029,pdeA,EG11145,putative c-di-GMP phosphodiesterase PdeA,b2395
5030,alaX,EG30012,,b2396
5031,alaX,EG30012,tRNA-Ala,b2396
5032,alaW,EG30011,,b2397
5033,alaW,EG30011,tRNA-Ala,b2397
5034,yfeC,EG11431,,b2398
5035,yfeC,EG11431,DNA-binding transcriptional dual regulator YfeC,b2398
5036,yfeD,EG11432,,b2399
5037,yfeD,EG11432,putative DNA-binding transcriptional regulator YfeD,b2399
5038,gltX,EG10407,,b2400
5039,gltX,EG10407,glutamate--tRNA ligase,b2400
5040,valU,EG30110,,b2401
5041,valU,EG30110,tRNA-Val,b2401
5042,valX,EG30113,,b2402
5043,valX,EG30113,tRNA-Val,b2402
5044,valY,EG30114,,b2403
5045,valY,EG30114,tRNA-Val,b2403
5046,lysV,EG30056,,b2404
5047,lysV,EG30056,tRNA-Lys,b2404
5048,xapR,EG11146,,b2405
5049,xapR,EG11146,DNA-binding transcriptional activator XapR,b2405
5050,xapB,EG13159,,b2406
5051,xapB,EG13159,xanthosine:H(+) symporter XapB,b2406
5052,xapA,G85,,b2407
5053,xapA,G85,xanthosine phosphorylase,b2407
5054,yfeN,G7256,,b2408
5055,yfeN,G7256,putative outer membrane porin YfeN,b2408
5056,yfeR,G7257,,b2409
5057,yfeR,G7257,putative DNA-binding transcriptional regulator YfeR,b2409
5058,yfeH,EG12376,,b2410
5059,yfeH,EG12376,putative solute:Na(+) symporter,b2410
5060,ypeB,G0-10462,,b4546
5061,ypeB,G0-10462,PF12843 family protein YpeB,b4546
5062,ligA,EG10534,,b2411
5063,ligA,EG10534,DNA ligase,b2411
5064,zipA,G7258,,b2412
5065,zipA,G7258,cell division protein ZipA,b2412
5066,cysZ,EG10003,,b2413
5067,cysZ,EG10003,sulfate:H(+) symporter,b2413
5068,cysK,EG10192,,b2414
5069,cysK,EG10192,cysteine synthase A,b2414
5070,ptsH,EG10788,,b2415
5071,ptsH,EG10788,phosphocarrier protein HPr,b2415
5072,ptsI,EG10789,,b2416
5073,ptsI,EG10789,PTS enzyme I,b2416
5074,crr,EG10165,,b2417
5075,crr,EG10165,Enzyme IIA(Glc),b2417
5076,pdxK,G7259,,b2418
5077,pdxK,G7259,pyridoxine/pyridoxal/pyridoxamine kinase,b2418
5078,yfeK,G7260,,b2419
5079,yfeK,G7260,DUF5329 domain-containing protein YfeK,b2419
5080,yfeS,G7261,,b2420
5081,yfeS,G7261,PF05406 family protein YfeS,b2420
5082,cysM,EG10193,,b2421
5083,cysM,EG10193,cysteine synthase B,b2421
5084,cysA,EG10183,,b2422
5085,cysA,EG10183,sulfate/thiosulfate ABC transporter ATP binding subunit,b2422
5086,cysW,EG10198,,b2423
5087,cysW,EG10198,sulfate/thiosulfate ABC transporter inner membrane subunit CysW,b2423
5088,cysU,EG10197,,b2424
5089,cysU,EG10197,sulfate/thiosulfate ABC transporter inner membrane subunit CysU,b2424
5090,cysP,EG10195,,b2425
5091,cysP,EG10195,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,b2425
5092,ucpA,EG12133,,b2426
5093,ucpA,EG12133,oxidoreductase UcpA,b2426
5094,murR,G7262,,b2427
5095,murR,G7262,DNA-binding transcriptional dual regulator MurR,b2427
5096,murQ,G7263,,b2428
5097,murQ,G7263,N-acetylmuramic acid 6-phosphate etherase,b2428
5098,murP,G7264,,b2429
5099,murP,G7264,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,b2429
5100,yfeW,G7265,,b2430
5101,yfeW,G7265,penicillin binding protein 4B,b2430
5102,yfeX,G7266,,b2431
5103,yfeX,G7266,porphyrinogen peroxidase,b2431
5104,yfeY,G7267,,b2432
5105,yfeY,G7267,DUF1131 domain-containing lipoprotein YfeY,b2432
5106,yfeZ,G7268,,b2433
5107,yfeZ,G7268,putative inner membrane protein,b2433
5108,ypeA,G7269,,b2434
5109,ypeA,G7269,putative acetyltransferase YpeA,b2434
5110,amiA,EG11823,,b2435
5111,amiA,EG11823,N-acetylmuramoyl-L-alanine amidase A,b2435
5112,hemF,EG12189,,b2436
5113,hemF,EG12189,coproporphyrinogen III oxidase,b2436
5114,eutR,EG12190,,b2437
5115,eutR,EG12190,putative DNA-binding transcriptional regulator EutR,b2437
5116,eutK,G7270,,b2438
5117,eutK,G7270,"putative structural protein, ethanolamine utilization microcompartment",b2438
5118,eutL,G7271,,b2439
5119,eutL,G7271,"putative structural protein, ethanolamine utilization microcompartment",b2439
5120,eutC,EG50007,,b2440
5121,eutC,EG50007,ethanolamine ammonia-lyase subunit beta,b2440
5122,eutB,EG50006,,b2441
5123,eutB,EG50006,ethanolamine ammonia-lyase subunit alpha,b2441
5124,intZ,G7272,,b2442
5125,intZ,G7272,putative phage integrase IntZ,b2442
5126,yffL,G7273,,b2443
5127,yffL,G7273,uncharacterized protein YffL,b2443
5128,yffM,G7274,,b2444
5129,yffM,G7274,uncharacterized protein YffM,b2444
5130,yffN,G7275,,b2445
5131,yffN,G7275,uncharacterized protein YffN,b2445
5132,yffO,G7276,,b2446
5133,yffO,G7276,uncharacterized protein YffO,b2446
5134,yffP,G7277,,b2447
5135,yffP,G7277,uncharacterized protein YffP,b2447
5136,yffQ,G7278,,b2448
5137,yffQ,G7278,uncharacterized protein YffQ,b2448
5138,yffR,G7279,,b2449
5139,yffR,G7279,uncharacterized protein YffR,b2449
5140,yffS,G7280,,b2450
5141,yffS,G7280,uncharacterized protein YffS,b2450
5142,eutA,G7281,,b2451
5143,eutA,G7281,ethanolamine ammonia-lyase reactivase EutA,b2451
5144,eutH,G7282,,b2452
5145,eutH,G7282,putative ethanolamine permease EutH,b2452
5146,eutG,G7283,,b2453
5147,eutG,G7283,putative alcohol dehydrogenase EutG,b2453
5148,eutJ,G7284,,b2454
5149,eutJ,G7284,putative ethanolamine utilization chaperonin EutJ,b2454
5150,eutE,G7285,,b2455
5151,eutE,G7285,acetaldehyde dehydrogenase (acetylating) EutE,b2455
5152,eutN,G7286,,b2456
5153,eutN,G7286,putative ethanolamine catabolic microcompartment shell protein EutN,b2456
5154,eutM,G7287,,b2457
5155,eutM,G7287,putative ethanolamine catabolic microcompartment shell protein EutM,b2457
5156,eutD,G7288,,b2458
5157,eutD,G7288,phosphate acetyltransferase EutD,b2458
5158,eutT,G7289,,b2459
5159,eutT,G7289,putative ethanolamine utilization cobalamin adenosyltransferase,b2459
5160,eutQ,G7290,,b2460
5161,eutQ,G7290,putative ethanolamine utilization acetate kinase EutQ,b2460
5162,eutP,G7291,,b2461
5163,eutP,G7291,putative ethanolamine utilization acetate kinase EutP,b2461
5164,eutS,G7292,,b2462
5165,eutS,G7292,putative ethanolamine catabolic microcompartment shell protein EutS,b2462
5166,maeB,G7293,,b2463
5167,maeB,G7293,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),b2463
5168,talA,EG11797,,b2464
5169,talA,EG11797,transaldolase A,b2464
5170,tktB,EG12100,,b2465
5171,tktB,EG12100,transketolase 2,b2465
5172,ypfG,G7295,,b2466
5173,ypfG,G7295,DUF1176 domain-containing protein YpfG,b2466
5174,nudK,EG12410,,b2467
5175,nudK,EG12410,GDP-mannose hydrolase,b2467
5176,aegA,EG12409,,b2468
5177,aegA,EG12409,putative oxidoreductase AegA,b2468
5178,narQ,EG11460,,b2469
5179,narQ,EG11460,sensor histidine kinase NarQ,b2469
5180,acrD,EG10014,,b2470
5181,acrD,EG10014,multidrug efflux pump RND permease AcrD,b2470
5182,ypfM,G0-8888,,b4606
5183,ypfM,G0-8888,uncharacterized protein YpfM,b4606
5184,yffB,EG11147,,b2471
5185,yffB,EG11147,putative reductase YffB,b2471
5186,dapE,EG10208,,b2472
5187,dapE,EG10208,succinyl-diaminopimelate desuccinylase,b2472
5188,ypfN,G0-10463,,b4547
5189,ypfN,G0-10463,PF13980 family protein YpfN,b4547
5190,ypfH,G7296,,b2473
5191,ypfH,G7296,esterase YpfH,b2473
5192,tmcA,G7297,,b2474
5193,tmcA,G7297,tRNA(Met) cytidine acetyltransferase,b2474
5194,ypfJ,G7298,,b2475
5195,ypfJ,G7298,uncharacterized protein YpfJ,b2475
5196,purC,EG10791,,b2476
5197,purC,EG10791,phosphoribosylaminoimidazole-succinocarboxamide synthase,b2476
5198,bamC,EG10658,,b2477
5199,bamC,EG10658,outer membrane protein assembly factor BamC,b2477
5200,dapA,EG10205,,b2478
5201,dapA,EG10205,4-hydroxy-tetrahydrodipicolinate synthase,b2478
5202,gcvR,EG11149,,b2479
5203,gcvR,EG11149,putative transcriptional regulator GcvR,b2479
5204,bcp,EG10108,,b2480
5205,bcp,EG10108,thiol peroxidase,b2480
5206,hyfA,EG11150,,b2481
5207,hyfA,EG11150,hydrogenase 4 component A,b2481
5208,hyfB,EG11282,,b2482
5209,hyfB,EG11282,hydrogenase 4 component B,b2482
5210,hyfC,G7300,,b2483
5211,hyfC,G7300,hydrogenase 4 component C,b2483
5212,hyfD,G7301,,b2484
5213,hyfD,G7301,hydrogenase 4 component D,b2484
5214,hyfE,G7302,,b2485
5215,hyfE,G7302,hydrogenase 4 component E,b2485
5216,hyfF,G7303,,b2486
5217,hyfF,G7303,hydrogenase 4 component F,b2486
5218,hyfG,G7304,,b2487
5219,hyfG,G7304,hydrogenase 4 catalytic subunit HyfG,b2487
5220,hyfH,G7305,,b2488
5221,hyfH,G7305,hydrogenase 4 component H,b2488
5222,hyfI,G7306,,b2489
5223,hyfI,G7306,hydrogenase 4 catalytic subunit HyfI,b2489
5224,hyfJ,G7307,,b2490
5225,hyfJ,G7307,putative hydrogenase 4 assembly protein,b2490
5226,hyfR,G7308,,b2491
5227,hyfR,G7308,DNA-binding transcriptional activator HyfR,b2491
5228,focB,G7309,,b2492
5229,focB,G7309,formate channel FocB,b2492
5230,yfgO,G7310,,b2493
5231,yfgO,G7310,putative transporter YfgO,b2493
5232,bepA,G7311,,b2494
5233,bepA,G7311,beta-barrel assembly-enhancing protease,b2494
5234,yfgD,G7312,,b2495
5235,yfgD,G7312,putative oxidoreductase YfgD,b2495
5236,hda,G7313,,b2496
5237,hda,G7313,inibitor of reinitiation of DNA replication,b2496
5238,uraA,EG12129,,b2497
5239,uraA,EG12129,uracil:H(+) symporter UraA,b2497
5240,upp,EG11332,,b2498
5241,upp,EG11332,uracil phosphoribosyltransferase,b2498
5242,purM,EG10798,,b2499
5243,purM,EG10798,phosphoribosylformylglycinamide cyclo-ligase,b2499
5244,purN,EG10799,,b2500
5245,purN,EG10799,phosphoribosylglycinamide formyltransferase 1,b2500
5246,ppk,EG11510,,b2501
5247,ppk,EG11510,polyphosphate kinase,b2501
5248,ppx,EG11403,,b2502
5249,ppx,EG11403,exopolyphosphatase,b2502
5250,pdeF,G7314,,b2503
5251,pdeF,G7314,cyclic di-GMP phosphodiesterase PdeF,b2503
5252,yfgG,G7315,,b2504
5253,yfgG,G7315,nickel/cobalt stress response protein YfgG,b2504
5254,yfgH,G7316,,b2505
5255,yfgH,G7316,lipoprotein YfgH,b2505
5256,yfgI,G7317,,b2506
5257,yfgI,G7317,nalidixic acid resistance protein YfgI,b2506
5258,guaA,EG10420,,b2507
5259,guaA,EG10420,GMP synthetase,b2507
5260,guaB,EG10421,,b2508
5261,guaB,EG10421,inosine 5'-monophosphate dehydrogenase,b2508
5262,xseA,EG11072,,b2509
5263,xseA,EG11072,exodeoxyribonuclease VII subunit XseA,b2509
5264,yfgJ,G7318,,b2510
5265,yfgJ,G7318,zinc ribbon domain-containing protein YfgJ,b2510
5266,der,G7319,,b2511
5267,der,G7319,50S ribosomal subunit stability factor,b2511
5268,bamB,G7320,,b2512
5269,bamB,G7320,outer membrane protein assembly factor BamB,b2512
5270,yfgM,G7321,,b2513
5271,yfgM,G7321,ancillary SecYEG translocon subunit,b2513
5272,hisS,EG10453,,b2514
5273,hisS,EG10453,histidine--tRNA ligase,b2514
5274,sroE,G0-9385,,b4761
5275,sroE,G0-9385,small RNA SroE,b4761
5276,ispG,EG10370,,b2515
5277,ispG,EG10370,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),b2515
5278,rodZ,EG10015,,b2516
5279,rodZ,EG10015,cytoskeleton protein RodZ,b2516
5280,rlmN,EG12401,,b2517
5281,rlmN,EG12401,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,b2517
5282,ndk,EG10650,,b2518
5283,ndk,EG10650,nucleoside diphosphate kinase,b2518
5284,pbpC,G7322,,b2519
5285,pbpC,G7322,peptidoglycan glycosyltransferase PbpC,b2519
5286,yfhM,G7323,,b2520
5287,yfhM,G7323,alpha2-macroglobulin,b2520
5288,sseA,EG11600,,b2521
5289,sseA,EG11600,3-mercaptopyruvate sulfurtransferase,b2521
5290,timR,G0-17086,,b4811
5291,timR,G0-17086,putative small regulatory RNA TimR,b4811
5292,ryfA,G0-8879,,b4440
5293,ryfA,G0-8879,small regulatory RNA RyfA,b4440
5294,timP,G0-17087,,b4812
5295,timP,G0-17087,putative toxic protein TimP,b4812
5296,sseB,EG11601,,b2522
5297,sseB,EG11601,protein SseB,b2522
5298,pepB,EG12310,,b2523
5299,pepB,EG12310,aminopeptidase B,b2523
5300,iscX,EG12311,,b2524
5301,iscX,EG12311,accessory iron-sulfur cluster assembly protein IscX,b2524
5302,fdx,EG11328,,b2525
5303,fdx,EG11328,reduced ferredoxin,b2525
5304,hscA,EG12130,,b2526
5305,hscA,EG12130,iron-sulfur cluster biosynthesis chaperone HscA,b2526
5306,hscB,EG12131,,b2527
5307,hscB,EG12131,[Fe-S] cluster biosynthesis co-chaperone HscB,b2527
5308,iscA,EG12132,,b2528
5309,iscA,EG12132,iron-sulfur cluster insertion protein IscA,b2528
5310,iscU,G7324,,b2529
5311,iscU,G7324,scaffold protein for iron-sulfur cluster assembly,b2529
5312,iscS,G7325,,b2530
5313,iscS,G7325,cysteine desulfurase IscS,b2530
5314,iscR,G7326,,b2531
5315,iscR,G7326,DNA-binding transcriptional dual regulator IscR,b2531
5316,trmJ,G7327,,b2532
5317,trmJ,G7327,tRNA Cm32/Um32 methyltransferase,b2532
5318,suhB,EG10983,,b2533
5319,suhB,EG10983,Nus factor SuhB,b2533
5320,yfhR,G7328,,b2534
5321,yfhR,G7328,putative peptidase,b2534
5322,csiE,G7329,,b2535
5323,csiE,G7329,stationary phase-inducible protein CsiE,b2535
5324,hcaT,G7330,,b2536
5325,hcaT,G7330,putative 3-phenylpropionate transporter,b2536
5326,hcaR,G7331,,b2537
5327,hcaR,G7331,DNA-binding transcriptional dual regulator HcaR,b2537
5328,iroK,G0-10716,,b4706
5329,iroK,G0-10716,protein IroK,b4706
5330,hcaE,M009,,b2538
5331,hcaE,M009,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,b2538
5332,hcaF,M015,,b2539
5333,hcaF,M015,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,b2539
5334,hcaC,G7334,,b2540
5335,hcaC,G7334,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,b2540
5336,hcaB,G7335,,b2541
5337,hcaB,G7335,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase",b2541
5338,hcaD,G7336,,b2542
5339,hcaD,G7336,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,b2542
5340,yphA,G7337,,b2543
5341,yphA,G7337,putative inner membrane protein,b2543
5342,yphB,G7338,,b2544
5343,yphB,G7338,putative aldose 1-epimerase YphB,b2544
5344,yphC,G7339,,b2545
5345,yphC,G7339,putative zinc-binding dehydrogenase YphC,b2545
5346,yphD,G7340,,b2546
5347,yphD,G7340,putative ABC transporter membrane subunit YphD,b2546
5348,yphE,G7341,,b2547
5349,yphE,G7341,putative ABC transporter ATP-binding protein YphE,b2547
5350,yphF,G7342,,b2548
5351,yphF,G7342,putative ABC transporter periplasmic binding protein YphF,b2548
5352,yphG,G7343,,b2549
5353,yphG,G7343,DUF5107 domain-containing protein YphG,b2549
5354,yphH,G7344,,b2550
5355,yphH,G7344,"putative DNA-binding transcriptional regulator, NAGC-like",b2550
5356,glyA,EG10408,,b2551
5357,glyA,EG10408,serine hydroxymethyltransferase,b2551
5358,hmp,EG10456,,b2552
5359,hmp,EG10456,nitric oxide dioxygenase,b2552
5360,glnB,EG10384,,b2553
5361,glnB,EG10384,nitrogen regulatory protein PII-1,b2553
5362,glrR,EG11285,,b2554
5363,glrR,EG11285,DNA-binding transcriptional activator GlrR,b2554
5364,qseG,EG12139,,b2555
5365,qseG,EG12139,outer membrane lipoprotein QseG,b2555
5366,glrK,G7345,,b2556
5367,glrK,G7345,histidine kinase GlrK,b2556
5368,glmY,G0-8910,,b4441
5369,glmY,G0-8910,small regulatory RNA GlmY,b4441
5370,purL,EG10797,,b2557
5371,purL,EG10797,phosphoribosylformylglycinamide synthetase,b2557
5372,mltF,EG11373,,b2558
5373,mltF,EG11373,membrane-bound lytic murein transglycosylase F,b2558
5374,tadA,EG11372,,b2559
5375,tadA,EG11372,tRNA adenosine(34) deaminase,b2559
5376,pgpC,EG11371,,b2560
5377,pgpC,EG11371,phosphatidylglycerophosphatase C,b2560
5378,yfhH,EG12308,,b2561
5379,yfhH,EG12308,putative DNA-binding transcriptional regulator YfhH,b2561
5380,yfhL,G7346,,b2562
5381,yfhL,G7346,putative 4Fe-4S cluster-containing protein YfhL,b2562
5382,shoB,G0-10634,,b4687
5383,shoB,G0-10634,toxic peptide ShoB,b4687
5384,ohsC,G0-10598,,b4608
5385,ohsC,G0-10598,small regulatory RNA OhsC,b4608
5386,acpS,EG10247,,b2563
5387,acpS,EG10247,holo-[acyl-carrier-protein] synthase,b2563
5388,pdxJ,EG10693,,b2564
5389,pdxJ,EG10693,pyridoxine 5'-phosphate synthase,b2564
5390,recO,EG10832,,b2565
5391,recO,EG10832,recombination mediator protein RecO,b2565
5392,era,EG10270,,b2566
5393,era,EG10270,30S ribosomal subunit maturation GTPase Era,b2566
5394,rnc,EG10857,,b2567
5395,rnc,EG10857,RNase III,b2567
5396,lepB,EG10530,,b2568
5397,lepB,EG10530,signal peptidase I,b2568
5398,lepA,EG10529,,b2569
5399,lepA,EG10529,30S ribosomal subunit biogenesis factor LepA,b2569
5400,rseC,G7347,,b2570
5401,rseC,G7347,protein RseC,b2570
5402,rseB,G7348,,b2571
5403,rseB,G7348,anti-sigma factor stabilizing protein RseB,b2571
5404,rseA,EG12341,,b2572
5405,rseA,EG12341,anti-sigma-E factor RseA,b2572
5406,rpoE,EG11897,,b2573
5407,rpoE,EG11897,RNA polymerase sigma factor RpoE,b2573
5408,rseD,G0-16690,,b4725
5409,rseD,G0-16690,rpoE leader peptide,b4725
5410,nadB,EG10631,,b2574
